,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1832,Zooplankton *,Zooplankton,Rhodalia_miranda,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46550070,* need to be more specific (which Zooplankton?)
1833,Bacillariophyceae *,Bacillariophyceae,Sabellidae,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,* need to be more specific (which Bacillariophyceae?)
1834,Bacteria,Bacteria,Sabellidae,Polychaeta,Deposit-feeder,Bacteria,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
1835,Detritus,Non-living,Sabellidae,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
1836,Oithona_spp,Zooplankton,Sabellidae,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,Aggregated: Oithona_atlantica and Oithona_similis
1837,Phytoplankton *,Phytoplankton,Sabellidae,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
1838,Acanthoserolis_schythei,Isopoda,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Salilota%20australis,
1839,Cottoperca_trigloides,Fish_BenPel,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1840,Dissostichus_eleginoides,Fish_BenPel,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1841,Doryteuthis_gahi,Cephalopoda,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Salilota%20australis,
1842,Euphausia_spp,Zooplankton,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1843,Iluocoetes_fimbriatus,Fish_Demersal,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1844,Micromesistius_australis,Fish_Pel,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1845,Munida_gregaria,Decapoda,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1846,Neoserolis_exigua,Isopoda,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Salilota%20australis,
1847,Patagonotothen_ramsayi,Fish_BenPel,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1848,Sprattus_fuegensis,Fish_Pel,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1849,Themisto_gaudichaudii,Amphipoda,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=320&genus=Salilota&species=australis,
1850,Tinerfe_cyanea,Zooplankton,Salilota_australis,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1851,Detritus,Non-living,Santia_compacta,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1852,Detritus,Non-living,Schizasteridae,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Schizasteridae,
1853,Phytoplankton *,Phytoplankton,Scissurella_clathrata,Gastropoda,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4793723,* need to be more specific (which Phytoplankton?)
1854,Bacteria,Bacteria,Serpula_narconensis,Polychaeta,Deposit-feeder,Bacteria,Encyclopedia of Life,https://eol.org/pages/2975605,
1855,Bacteria,Bacteria,Serpula_sp,Polychaeta,Deposit-feeder,Bacteria,Encyclopedia of Life,https://eol.org/pages/32766,
1856,Larvae_Fish,Zooplankton,Serratosagitta_tasmanica,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,,
1857,Zooplankton *,Zooplankton,Sertularella_antarctica,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552490,* need to be more specific (which Zooplankton?)
1858,Zooplankton *,Zooplankton,Sertularella_gayi,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552471,* need to be more specific (which Zooplankton?)
1859,Zooplankton *,Zooplankton,Sertularella_sp1,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552463,* need to be more specific (which Zooplankton?)
1860,Zooplankton *,Zooplankton,Sertularella_striata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/51259918,* need to be more specific (which Zooplankton?)
1861,Phytoplankton *,Phytoplankton,Solariella_sp,Gastropoda,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/46452296,
1862,Agonopsis_chiloensis,Fish_BenPel,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46568897,
1863,Decapoda *,Decapoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Spheniscus%20magellanicus,* need to be more specific (which Decapoda?)
1864,Doryteuthis_gahi,Cephalopoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Spheniscus%20magellanicus,
1865,Enteroctopus_megalocyathus,Cephalopoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1866,Enteroctopus_megalocyathus,Cephalopoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,Re_1998,https://aquadocs.org/bitstream/handle/1834/2583/Re_T2_69-98.pdf?sequence=1&isAllowed=y,
1867,Euphausia_spp,Zooplankton,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Spheniscus%20magellanicus,
1868,Micromesistius_australis,Fish_Pel,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45512090,
1869,Munida_gregaria,Decapoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1870,Munida_spinosa,Decapoda,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1871,Nototheniidae *,Fish_BenPel,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Spheniscus%20magellanicus,
1872,Sprattus_fuegensis,Fish_Pel,Spheniscus_magellanicus,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46562442,
1873,Detritus,Non-living,Spiophanes_sp,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Spiophanes_bombyx
1874,Foraminifera,Foraminifera,Spiophanes_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1875,Orbiniidae,Polychaeta,Spiophanes_sp,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/157,
1876,Phytoplankton *,Phytoplankton,Spiophanes_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Spiophanes_bombyx
1877,Detritus,Non-living,Sporonana_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1878,Appendicularia_spp,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1879,Calanus_spp,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,Aggregated: Calanus_australis and Calanus_simillimus
1880,Clausocalanus_spp,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
1881,Copepoda *,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=1659&genus=Sprattus&species=fuegensis,* need to be more specific (which Copepoda?)
1882,Coscinodiscus_sp,Bacillariophyceae,Sprattus_fuegensis,Fish_Pel,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sprattus%20fuegensis,
1883,Ctenocalanus_vanus,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,
1884,Drepanopus_forcipatus,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,
1885,Eggs_Fish,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1886,Eukrohnia_hamata,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1887,Euphausia_spp,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1888,Larvae_Fish,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=1659&genus=Sprattus&species=fuegensis,
1889,Neocalanus_tonsus,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,
1890,Oithona_spp,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,Aggregated: Oithona_atlantica and Oithona_similis
1891,Phytoplankton *,Phytoplankton,Sprattus_fuegensis,Fish_Pel,Suspension-feeder,Primary producer,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=1659&genus=Sprattus&species=fuegensis,
1892,Pseudonitzschia_sp,Bacillariophyceae,Sprattus_fuegensis,Fish_Pel,Suspension-feeder,Primary producer,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=1659&genus=Sprattus&species=fuegensis,
1893,Pseudosagitta_gazellae,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1894,Rhincalanus_gigas,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.,NA,
1895,Serratosagitta_tasmanica,Zooplankton,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021,Informe de investigación INIDEP,
1896,Themisto_gaudichaudii,Amphipoda,Sprattus_fuegensis,Fish_Pel,Hunter,Heterotroph,Sabatini&Alvarez-Colombo_2001,https://doi.org/10.3989/scimar.2001.65n121,
1897,Enteroctopus_megalocyathus,Cephalopoda,Squalus_acanthias,Fish_Chond,Hunter,Heterotroph,Cousseau&Perrotta_2000,https://www.inidep.edu.ar/wordpress/?page_id=839,
1898,Zooplankton *,Zooplankton,Stegopoma_irregularis,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553125,* need to be more specific (which Zooplankton?)
1899,Zooplankton *,Zooplankton,Stellapora_echinata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551261,* need to be more specific (which Zooplankton?)
1900,Haliclona_sp,Porifera,Sterechinus_agassizii,Echinodermata,Hunter,Heterotroph,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1901,Zygochlamys_patagonica,Bivalvia,Sterechinus_agassizii,Echinodermata,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
1902,Gymnodinium_sp,Dinoflagellates,Strobilidium_sp,Ciliates,Suspension-feeder,Primary producer,Vandromme_etal_2010,https://archimer.ifremer.fr/doc/00070/18171/,
1903,Bacillariophyceae *,Bacillariophyceae,Syllidae,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,* need to be more specific (which Bacillariophyceae?)
1904,Bacteria,Bacteria,Syllidae,Polychaeta,Deposit-feeder,Bacteria,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
1905,Ciliophora *,Ciliates,Syllidae,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,* need to be more specific (which Ciliophora?)
1906,Detritus,Non-living,Syllidae,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
1907,Foraminifera,Foraminifera,Syllidae,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
1908,Hydrozoa *,Cnidaria,Syllidae,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,* need to be more specific (which Hydrozoa?)
1909,Amphipoda *,Amphipoda,Sympagurus_dimorphus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* need to be more specific (which Amphipoda?)
1910,Cumacea *,Cumacea,Sympagurus_dimorphus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* need to be more specific (which Cumacea?)
1911,Detritus,Non-living,Sympagurus_dimorphus,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.,,
1912,Isopoda *,Isopoda,Sympagurus_dimorphus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* need to be more specific (which Isopoda?)
1913,Porifera *,Porifera,Sympagurus_dimorphus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* need to be more specific (which Porifera?)
1914,Zooplankton *,Zooplankton,Symplectoscyphus_magellanicus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552719,* need to be more specific (which Zooplankton?)
1915,Zooplankton *,Zooplankton,Symplectoscyphus_sp,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552664,* need to be more specific (which Zooplankton?)
1916,Zooplankton *,Zooplankton,Symplectoscyphus_subdichotomus,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552676,* need to be more specific (which Zooplankton?)
1917,Zooplankton *,Zooplankton,Synthecium_protectum,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553246,* need to be more specific (which Zooplankton?)
1918,Dissostichus_eleginoides,Fish_BenPel,Tasmacetus_shepherdi,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1919,Doryteuthis_gahi,Cephalopoda,Tasmacetus_shepherdi,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1920,Micromesistius_australis,Fish_Pel,Tasmacetus_shepherdi,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1921,Astarte_sp,Bivalvia,Tectonatica_impervia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,,
1922,Bivalvia *,Bivalvia,Tectonatica_impervia,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,,* shell-drilling spp; need to be more specific (which Bivalvia?)
1923,Liothyrella_uva,Brachiopoda,Tectonatica_impervia,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1924,Magellania_venosa,Brachiopoda,Tectonatica_impervia,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1925,Terebratella_dorsata,Brachiopoda,Tectonatica_impervia,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1926,Detritus,Non-living,Terebellides_malvinensis,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Terebellides_sp
1927,Phytoplankton *,Phytoplankton,Terebellides_malvinensis,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Terebellides,* need to be more specific (which Phytoplankton?)
1928,Phytoplankton *,Phytoplankton,Terebratella_dorsata,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Phytoplankton?)
1929,Azadinium_sp,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1930,Bacillariophyceae *,Bacillariophyceae,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1931,Bacteria,Bacteria,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.,,
1932,Detritus,Non-living,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.,,
1933,Dinophysis_acuminata,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1934,Emiliania_huxleyi,Coccolithophorids,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1935,Gymnodinium_sp,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1936,Gyrodinium_sp,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1937,Gyrodinium_spirale,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1938,Phaeocystis_antarctica,Coccolithophorids,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1939,Phytoplankton *,Phytoplankton,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1940,Protoperidinium_sp,Dinoflagellates,Tetrazona_glareosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,,
1941,Coelorinchus_fasciatus,Fish_Demersal,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,Tbc,Tbc,Inferred from Macrouridae
1942,Coelorinchus_kayomaru,Fish_Demersal,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,Tbc,Tbc,Inferred from Macrouridae
1943,Coelorinchus_marinii,Fish_Demersal,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,Tbc,Tbc,Inferred from Macrouridae
1944,Dissostichus_eleginoides,Fish_BenPel,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,
1945,Doryteuthis_gahi,Cephalopoda,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45511494,
1946,Euphausia_spp,Zooplankton,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Thalassarche%20chrysostoma,
1947,Isopoda *,Isopoda,Thalassarche_chrysostoma,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Thalassarche%20chrysostoma,* need to be more specific (which Isopoda?)
